Year,Brand,Model,Mileage,Engine Size,Fuel Type,Transmission,Price
2004,2,2,222788,3.0,4,1,11098.43
2015,4,6,228266,4.0,4,1,15746.99
2018,3,11,187763,3.1,3,1,21372.07
2008,3,11,184689,4.4,1,2,5876.44
2020,2,19,191512,3.2,1,1,24547.65
2015,1,7,29995,3.5,1,2,18741.25
2002,2,1,145601,2.4,2,1,5427.49
2001,2,19,203701,4.6,4,2,7690.08
2017,1,18,267252,2.2,4,2,10770.06
2001,3,13,221223,2.3,3,1,5000.0
2003,4,6,273481,6.0,1,2,5065.59
2005,4,6,25423,2.5,3,1,10417.48
2015,1,17,121389,2.4,2,2,10505.92
2022,1,9,270355,2.9,2,2,9361.87
2009,3,11,285056,4.1,4,2,6505.5
2014,2,19,58107,3.6,3,1,27553.32
2006,5,10,183965,1.8,3,2,13369.17
2021,2,20,256019,1.8,2,2,23849.68
2008,5,3,299909,1.3,3,1,7600.52
2022,1,9,8511,1.9,3,1,23077.02
2012,3,13,130835,1.6,2,2,5846.14
2003,4,15,74412,1.4,3,2,7876.24
2012,3,11,143651,2.3,4,2,9482.58
2013,3,16,83215,5.5,2,2,22069.48
2021,5,5,130213,2.8,1,1,30463.88
2005,4,4,274577,5.3,2,1,5000.0
2014,3,11,44622,5.1,3,2,21582.06
2021,5,14,159981,3.5,1,1,24405.42
2022,3,16,213036,1.2,3,1,20278.7
2007,1,18,66403,1.5,1,1,5647.33
2014,3,13,67285,4.4,1,1,18871.27
2010,1,9,96351,3.4,2,2,6155.48
2013,4,6,256340,5.9,2,2,6014.4
2004,3,13,203004,1.5,4,2,5000.0
2001,1,7,30037,1.0,3,2,5430.78
2005,4,4,54564,5.0,3,2,18380.71
2016,3,13,40200,4.7,3,1,25715.69
2019,4,15,678,5.6,1,2,28411.58
2023,3,12,218691,3.4,1,1,20221.87
2013,3,12,108071,5.6,3,1,19166.48
2016,4,8,3867,2.7,4,1,25990.78
2005,2,19,226045,5.8,2,1,15524.0
2014,1,7,298786,3.9,3,2,7025.01
2013,4,8,9092,5.1,1,2,21825.07
2015,4,8,224990,2.6,4,1,12458.97
2003,5,14,270436,5.0,2,1,5698.3
2013,5,14,174144,3.1,1,1,15603.28
2016,4,6,140815,4.6,1,1,14403.78
2020,1,9,206394,3.6,1,1,14335.74
2010,3,16,271437,5.7,3,1,11609.31
2019,2,2,10270,4.3,1,2,33831.62
2005,5,14,250708,4.1,2,1,10074.47
2006,1,17,249535,4.7,3,2,10856.26
2003,4,4,242031,3.7,1,2,5000.0
2017,4,4,297687,1.7,3,1,7353.19
2010,3,13,206882,1.1,3,1,7237.4
2007,1,9,72565,3.6,4,2,11036.72
2016,3,11,199683,3.3,3,2,16842.44
2019,5,3,154321,1.3,2,2,25395.39
2015,5,5,146113,4.2,4,1,30115.17
2000,3,16,120801,1.3,1,1,5000.0
2023,2,1,261401,3.3,1,2,27536.76
2014,4,15,192835,1.7,2,1,5000.0
2007,2,1,250844,1.3,3,1,9906.49
2022,4,4,182239,2.3,4,1,18258.79
2007,3,12,86775,1.1,1,2,5000.0
2007,2,20,241836,3.2,4,2,14912.13
2018,1,7,210908,3.4,4,2,17190.17
2003,2,19,208305,2.7,3,2,10595.73
2013,5,10,118069,5.3,1,2,28917.63
2013,5,10,299165,2.2,3,2,14609.45
2008,1,7,144277,1.8,3,1,5031.99
2021,2,20,39834,2.6,3,2,35386.17
2010,5,14,52400,3.4,1,1,18188.53
2001,4,15,58984,2.9,3,2,5000.0
2003,4,8,289713,2.9,1,2,5000.0
2023,4,15,26785,5.2,1,2,28321.1
2015,3,13,117825,3.6,3,2,17910.22
2014,3,11,135560,4.8,4,2,21159.96
2001,1,9,3761,4.4,2,2,12395.06
2006,5,10,109801,1.2,3,2,20508.09
2013,2,19,271826,1.0,4,1,11836.71
2020,3,13,77715,5.9,4,1,32359.62
2002,1,18,113653,1.7,4,1,5000.0
2021,4,15,195372,2.4,3,2,15431.21
2003,2,1,241308,3.9,4,2,10996.96
2017,2,2,9494,5.1,2,1,31974.24
2018,1,9,66854,3.5,1,1,19498.54
2021,1,7,251793,5.0,2,1,11978.04
2019,2,1,56803,5.6,1,1,35888.56
2013,1,9,84489,3.4,3,2,19340.89
2007,1,9,193260,3.4,3,2,8503.23
2008,1,17,8531,6.0,1,2,17251.48
2020,4,6,72301,2.9,4,1,23902.6
2007,4,6,242687,4.8,2,1,5662.01
2012,3,13,236768,4.4,3,1,11773.08
2011,4,4,89071,5.8,3,1,22919.06
2017,3,12,58884,4.3,3,1,26896.13
2018,4,15,230298,1.0,1,1,5000.0
2023,5,5,150121,1.3,1,2,27894.24
2000,5,5,149533,3.2,1,2,5815.52
2012,3,11,117170,1.5,2,2,5268.15
2023,1,9,150862,3.0,4,1,16670.12
2013,5,3,187332,2.7,1,2,17125.92
2006,2,1,22123,2.8,2,1,17218.99
2003,1,18,290650,2.8,3,2,5000.0
2018,2,20,271729,1.9,3,1,22119.98
2000,5,14,269632,5.2,1,2,5000.0
2020,2,2,187480,2.9,4,1,25825.76
2009,5,5,299042,3.0,3,2,15826.66
2012,1,18,243944,1.3,2,2,5000.0
2006,1,7,63882,3.5,4,2,8135.78
2016,5,10,75997,2.8,2,2,25633.2
2021,2,2,279707,4.3,3,1,24208.44
2008,3,13,206878,1.8,3,1,5000.0
2011,2,2,228482,2.8,4,2,17095.2
2020,4,15,225464,2.2,2,2,14756.13
2010,2,2,279270,3.2,4,1,11916.61
2006,4,15,58934,2.1,1,1,6700.49
2016,4,15,181184,3.8,1,2,17580.44
2006,2,20,277803,1.4,4,2,8842.67
2023,3,16,247245,2.3,4,2,17863.33
2021,2,2,82291,5.6,3,2,46128.37
2008,5,14,116495,3.1,3,2,25605.25
2016,2,1,104068,2.1,4,2,23653.72
2022,5,14,155177,2.1,4,1,30850.71
2022,3,11,259675,2.0,1,2,13054.39
2017,5,5,247502,4.0,2,1,20870.75
2015,4,4,199504,4.0,2,1,7976.89
2020,3,13,29747,4.7,2,1,29660.97
2006,3,11,59661,5.8,2,2,18132.37
2022,5,5,273161,1.0,2,2,21618.01
2020,5,5,10253,2.7,1,1,36843.18
2005,2,20,45818,4.4,2,1,19595.17
2023,5,14,54501,2.0,3,2,38781.91
2012,1,9,5857,5.1,2,1,20978.67
2022,5,14,188436,5.3,1,1,29536.75
2004,5,5,20058,4.6,3,2,30884.44
2012,3,16,216634,5.8,1,1,9781.62
2018,4,8,143688,1.9,3,1,17010.26
2015,5,3,24845,5.5,4,2,33174.75
2021,1,17,157014,5.4,2,1,25339.91
2010,1,9,269868,1.4,1,2,5000.0
2003,3,11,117197,2.1,2,1,5000.0
2020,2,20,43665,2.7,4,1,30534.11
2014,2,20,222914,4.1,1,2,23284.96
2021,2,1,31774,1.3,2,2,26301.73
2017,2,2,269981,5.4,2,1,25498.72
2012,5,14,91021,5.0,3,1,29384.44
2005,2,2,14109,3.5,1,1,16348.11
2005,3,12,281221,2.5,4,1,5000.0
2017,5,5,181040,2.1,1,1,16612.6
2022,1,9,61156,4.3,4,1,30563.76
2023,5,3,223575,2.9,2,2,24668.1
2009,4,15,114614,3.1,2,1,6274.04
2006,1,18,35057,1.5,1,2,5000.0
2010,1,7,222597,4.8,1,2,5000.0
2012,1,18,7315,5.8,4,1,23646.14
2007,4,8,6286,4.5,4,1,12315.03
2015,4,6,36630,2.9,4,2,20528.01
2004,3,16,11499,3.1,2,1,9922.93
2003,3,12,154000,3.5,4,1,5000.0
2000,1,7,180639,5.7,3,1,5000.0
2007,5,3,246807,5.5,4,1,12912.22
2001,3,13,174518,5.9,1,2,5000.0
2018,4,4,103125,5.3,2,1,19661.25
2015,2,2,11601,4.1,4,1,35056.11
2006,5,5,103615,1.9,2,2,16151.84
2019,2,19,204485,3.7,4,1,30793.02
2001,2,19,210335,5.5,3,2,16478.42
2008,5,10,187505,2.5,3,2,18484.35
2019,5,3,205918,1.7,2,2,23808.84
2015,3,11,194233,4.8,3,1,14602.86
2022,4,8,251989,1.7,3,2,17363.1
2001,5,14,251672,4.4,4,2,8773.4
2004,3,11,89932,3.3,2,1,5000.0
2003,5,14,30368,5.4,2,1,17512.57
2016,3,12,44019,5.0,2,2,19048.06
2010,3,16,60024,2.6,2,1,6827.99
2009,5,3,155125,4.9,4,2,22584.98
2022,1,18,29133,2.3,1,2,24847.5
2003,5,3,68345,2.6,1,1,14696.18
2003,5,14,256056,2.8,4,2,5000.0
2019,5,10,247957,3.6,4,1,23345.22
2008,1,17,184495,4.8,1,1,5000.0
2019,1,17,51664,3.8,3,1,26711.56
2011,3,11,86639,4.5,3,1,21421.25
2018,3,11,192098,2.8,3,1,20156.94
2015,2,2,43904,5.8,3,2,34772.94
2006,5,3,216939,5.7,4,2,20346.0
2007,3,12,192881,5.4,3,1,8618.64
2021,3,16,222943,5.8,1,2,23272.91
2012,2,1,51216,3.7,1,1,24058.27
2001,2,20,121786,2.2,2,2,6216.51
2023,1,9,237971,4.8,4,2,23704.57
2006,3,16,54414,1.3,3,2,5316.16
2021,2,19,164669,3.8,3,2,32573.94
2017,5,14,134566,1.5,4,1,19549.6
2021,3,12,37337,5.8,4,2,28407.65
2017,1,9,164413,1.0,2,2,13931.28
2017,5,10,176355,3.4,2,2,21565.41
2016,3,12,147660,3.1,2,2,9622.8
2018,1,9,175877,5.0,1,1,21143.86
2007,4,4,25747,4.2,3,2,18682.29
2005,5,5,175064,5.8,2,2,19514.16
2012,1,18,96948,6.0,4,1,23100.2
2018,4,15,25216,4.0,1,1,26281.05
2000,4,6,223881,1.5,4,1,5000.0
2009,4,15,139985,3.0,2,2,7038.49
2021,4,4,247539,5.9,3,2,28288.08
2006,3,12,91563,5.8,4,1,15373.7
2021,5,3,52693,2.6,4,2,36664.02
2014,3,12,223788,4.2,1,1,12647.43
2004,2,20,283118,1.6,2,2,5000.0
2021,1,17,22880,2.8,1,1,17507.98
2004,4,6,110180,4.8,4,2,12277.66
2014,5,3,292189,5.1,3,1,19142.88
2015,3,13,163821,5.0,2,1,14702.66
2021,4,8,265087,1.7,3,1,16211.82
2004,4,15,299006,4.4,3,2,5000.0
2018,5,14,61053,5.6,1,1,34816.48
2017,5,14,53955,3.5,3,2,35674.89
2016,1,7,239694,2.0,3,1,7120.3
2010,1,17,133940,2.5,1,1,8142.62
2008,5,10,298493,2.9,2,2,12535.51
2007,3,16,37574,5.1,3,1,17396.12
2012,1,18,195233,3.9,1,2,10970.91
2011,3,16,98451,5.4,1,2,16759.43
2022,2,1,251767,3.5,3,1,25319.88
2004,4,15,64874,5.7,2,2,7942.86
2021,3,12,235389,4.0,1,2,18544.31
2010,4,8,194161,4.4,1,1,5000.0
2016,3,11,148284,3.8,4,2,15264.13
2001,4,4,82998,3.5,1,2,5000.0
2010,4,15,47504,5.7,3,1,23867.31
2009,4,15,142353,5.2,1,1,8212.15
2012,3,13,48282,4.2,1,1,16580.75
2007,2,20,241918,3.3,1,1,9756.94
2022,3,12,115584,2.3,1,1,16092.54
2001,3,12,185797,4.1,2,1,5000.0
2019,1,18,79505,2.4,1,1,16248.5
2018,4,4,124353,1.6,4,2,16197.11
2006,2,19,267068,5.5,4,1,9486.33
2009,5,10,218702,4.7,2,2,13469.14
2018,3,16,48445,1.8,1,1,20849.39
2005,2,20,207051,4.6,3,2,21363.03
2010,5,10,220771,1.5,4,1,11604.18
2015,4,4,270935,3.1,1,2,6850.54
2008,4,8,157585,4.2,1,1,5746.57
2005,1,7,180099,5.9,2,2,5000.0
2021,2,19,34063,4.4,2,1,33490.97
2001,3,13,7485,1.1,3,1,5000.0
2001,3,12,235630,2.5,1,2,5000.0
2020,4,15,177631,3.2,4,1,15248.16
2015,1,18,188896,2.1,3,2,9699.67
2006,4,6,4773,5.9,1,2,14569.86
2006,5,14,163872,4.5,4,1,12529.2
2004,4,15,271517,2.2,2,1,5000.0
2014,4,15,101789,5.4,1,2,15018.14
2009,2,2,20746,1.3,4,1,17917.25
2018,5,14,136899,3.4,4,1,26273.6
2021,5,10,14838,2.0,2,2,34082.85
2001,4,8,122528,5.9,4,2,10462.58
2011,5,10,285890,2.1,2,1,6385.13
2023,3,11,78967,4.3,4,2,30296.04
2012,4,4,117722,2.8,4,1,13439.79
2001,1,7,162782,2.5,4,2,5000.0
2012,4,6,87859,3.9,1,2,14191.21
2000,5,10,11898,5.4,2,1,21489.16
2020,3,16,68311,5.4,2,1,21232.93
2017,2,20,194441,2.1,2,2,19514.68
2015,2,1,44210,4.8,4,2,32722.49
2014,3,16,80890,2.9,1,2,18027.45
2005,5,5,204095,3.0,1,1,7673.17
2015,5,5,180743,2.5,2,2,23843.58
2017,4,8,207779,5.7,4,1,18264.79
2003,3,13,255919,1.0,3,2,5000.0
2016,2,2,260044,1.3,2,1,16724.64
2023,4,15,154012,3.9,3,2,30890.38
2010,2,2,174403,3.5,2,1,14132.13
2013,3,16,277660,5.8,3,2,19233.28
2004,5,14,220393,1.3,3,1,5000.0
2013,5,14,177911,3.7,3,2,29959.46
2007,4,6,185304,5.5,2,2,12089.0
2014,3,13,6,5.5,2,2,28713.79
2020,2,20,39623,1.4,2,1,23784.25
2002,3,16,25874,3.0,3,1,7988.81
2008,5,10,168647,5.4,4,2,18295.8
2020,2,20,159490,4.2,2,2,24816.68
2013,5,5,132897,3.8,1,2,18232.66
2006,5,14,260464,1.2,4,1,7020.86
2019,4,15,288733,4.0,2,2,10713.12
2021,4,8,290412,2.1,2,2,8807.0
2015,2,2,182403,5.8,4,2,31512.49
2017,1,9,177161,4.7,2,1,10988.56
2005,1,7,216070,2.2,2,2,5000.0
2006,4,15,69170,2.8,4,1,5000.0
2006,1,17,158907,2.4,2,2,5000.0
2000,3,11,233874,1.2,1,1,5000.0
2013,2,1,224707,2.6,4,2,18327.89
2015,1,17,169948,5.0,4,2,19822.72
2005,1,9,75270,3.7,4,2,7588.84
2003,3,12,53427,3.1,4,2,12676.75
2001,3,16,149784,2.5,4,1,5000.0
2023,4,8,142342,4.7,2,2,26808.65
2013,2,20,156919,3.2,4,1,26548.95
2020,1,17,87203,4.4,3,1,27199.74
2021,3,11,164731,5.0,2,2,24096.69
2007,5,14,167091,2.2,4,2,14395.41
2014,2,20,107988,2.4,2,1,18193.11
2006,2,1,289325,4.0,2,2,10385.54
2010,3,11,58836,2.1,2,2,5424.41
2010,4,8,211855,4.8,3,2,15812.5
2013,2,20,128433,4.7,1,1,26883.69
2020,2,2,139327,2.6,3,2,31815.53
2017,3,11,291064,4.4,4,1,6909.89
2011,1,18,132083,5.8,1,1,8271.67
2015,3,13,246521,2.9,1,1,5664.87
2013,1,7,110588,2.1,4,1,16065.59
2014,2,1,299804,3.9,4,1,15411.91
2020,4,4,117429,2.0,3,2,21656.97
2010,2,20,282167,3.9,4,1,8796.4
2020,4,4,111343,3.1,2,2,21240.5
2010,3,12,5392,2.3,3,1,17728.57
2000,4,15,32530,2.5,1,2,5000.0
2010,2,20,157207,5.5,4,2,29332.73
2023,3,11,275962,4.8,3,1,20606.52
2005,5,14,178686,2.5,3,2,16739.28
2009,2,2,79397,1.6,3,2,20318.4
2019,3,13,258621,5.1,3,2,16066.32
2014,4,15,71446,1.3,2,1,12884.87
2019,5,14,206592,3.5,1,1,25088.21
2012,3,11,117773,5.8,2,2,15691.07
2011,3,12,41019,5.9,1,1,17103.77
2009,2,2,183714,2.6,2,2,9205.59
2007,5,14,88907,5.6,4,1,23571.22
2001,3,13,270388,2.3,2,1,5000.0
2013,1,18,285481,4.4,3,1,13236.25
2006,3,16,127151,1.5,3,1,5000.0
2012,2,19,180390,3.4,4,2,20635.38
2000,1,17,265465,2.7,2,2,5000.0
2004,4,15,238715,5.4,4,1,5000.0
2018,3,13,112255,5.1,1,2,17408.14
2021,3,16,118324,2.1,1,2,15159.45
2021,4,15,159531,4.2,3,2,22068.22
2018,2,20,229588,4.5,1,2,28294.65
2022,1,17,63633,5.9,1,1,31950.38
2003,3,13,240082,1.0,3,1,5000.0
2012,1,17,60643,2.4,4,1,17204.18
2002,3,12,198642,3.4,4,2,5000.0
2020,5,5,120259,6.0,1,2,34903.72
2023,3,11,136923,4.9,4,1,25556.22
2003,5,10,92535,3.1,1,2,13609.52
2018,5,14,192274,2.0,2,1,22191.65
2006,1,9,167672,3.3,2,1,5000.0
2004,3,11,74960,5.1,4,1,8300.49
2013,2,2,81194,4.1,1,2,25787.95
2019,5,5,147831,3.0,3,2,30554.72
2004,3,12,43347,5.8,1,2,16374.51
2016,3,12,216339,4.3,3,1,15548.91
2021,5,10,4615,3.3,4,2,36907.24
2012,2,19,131078,2.6,2,2,15987.96
2019,2,2,271175,4.0,4,2,25138.97
2017,2,1,108704,3.5,2,2,30430.68
2019,5,3,202560,1.9,3,1,19824.43
2013,5,10,199803,4.5,4,1,20848.07
2015,3,11,290486,4.9,3,2,17733.33
2007,2,20,257260,1.2,4,1,5000.0
2008,4,6,176295,3.9,1,1,5000.0
2021,1,17,62530,1.9,4,1,18224.61
2007,3,12,165431,5.6,3,1,13526.64
2017,1,17,232559,1.8,4,1,8343.47
2006,3,13,217252,2.7,1,2,5000.0
2006,4,15,205583,3.6,1,2,5443.19
2008,4,6,252276,5.4,1,2,7060.85
2012,4,4,33738,2.2,2,2,18251.38
2007,1,7,123896,5.9,4,2,13921.66
2013,5,14,212264,4.0,4,2,22249.18
2010,4,8,215712,2.5,2,1,5000.0
2023,1,18,228161,1.5,1,2,8756.39
2018,3,16,11857,5.5,3,1,27007.16
2008,5,5,285423,5.7,3,2,23288.91
2015,2,20,86028,4.3,1,1,29551.13
2012,3,16,68466,5.1,1,1,19857.26
2023,1,9,156779,4.8,1,2,25430.35
2016,5,3,174413,4.8,3,1,27602.14
2005,5,3,238651,4.8,4,2,14028.76
2018,2,20,271646,5.1,1,1,17987.22
2015,5,10,120197,2.4,4,2,29984.1
2009,4,4,70414,3.5,4,2,16286.39
2014,1,9,121441,2.2,4,2,18168.75
2007,2,20,156604,5.3,3,1,19889.95
2017,4,4,217847,2.8,4,2,16380.47
2004,4,6,488,2.0,2,1,6060.56
2014,4,15,241957,3.6,2,2,12128.64
2002,5,5,223323,3.8,4,1,11990.38
2003,1,18,247966,6.0,1,2,5190.93
2000,1,9,69437,1.2,2,1,5000.0
2013,5,10,231855,3.8,1,2,16716.5
2000,5,14,68267,5.1,3,1,21025.57
2003,2,1,19790,1.4,3,1,17356.31
2023,1,17,273483,1.1,1,1,9736.06
2016,1,7,43765,4.2,3,2,28784.87
2016,4,8,195806,3.8,1,2,16874.99
2022,5,14,288486,1.6,2,1,15900.2
2020,1,7,139422,2.7,3,1,22523.18
2008,5,5,30390,5.9,1,1,20836.66
2006,2,1,147300,2.5,3,2,13188.6
2008,3,16,68977,4.1,2,1,10654.09
2019,4,4,111796,5.0,3,2,30451.6
2004,4,15,5055,2.4,2,1,5291.35
2013,1,7,253599,5.1,4,1,8697.49
2022,1,9,174408,5.7,3,2,32885.2
2000,1,18,142399,3.9,2,2,5000.0
2000,5,14,91855,4.0,2,1,13475.18
2002,2,20,206329,5.8,4,2,11677.36
2022,3,11,19588,4.1,3,2,35437.84
2022,5,5,121977,1.8,4,2,28074.04
2012,3,11,55457,4.2,3,1,23424.98
2011,3,11,8877,1.9,2,2,18039.8
2018,1,17,40691,5.2,3,1,30417.58
2022,2,1,145565,4.6,2,1,33824.46
2001,3,13,261797,5.1,2,1,5000.0
2000,5,5,239776,5.5,2,2,7413.67
2021,4,4,107222,2.4,1,2,15047.42
2003,3,11,239887,5.0,3,1,7700.73
2000,4,6,67851,4.8,3,2,13215.11
2000,1,17,152097,3.0,3,1,5000.0
2007,4,8,70680,1.0,1,1,5000.0
2012,1,17,131653,4.4,1,2,16134.06
2002,5,10,153030,1.0,1,2,6184.99
2018,1,7,229698,2.3,4,1,8607.91
2014,5,10,296584,4.3,3,1,15506.44
2014,4,15,246448,5.6,4,1,11389.92
2001,1,18,267198,2.5,3,1,5000.0
2002,1,7,233530,4.1,1,1,5000.0
2001,2,19,83438,1.5,3,1,14635.71
2019,3,12,19527,1.6,3,1,27782.04
2014,4,4,156474,1.8,2,1,5808.02
2003,3,13,224097,2.0,3,1,5000.0
2023,3,11,193707,4.7,2,1,21785.88
2016,1,9,272003,1.9,3,2,7464.22
2011,2,1,168452,3.1,2,1,19161.84
2003,3,11,90415,4.3,3,2,14311.47
2020,2,1,274876,2.3,3,2,22865.65
2018,3,16,271574,3.7,1,2,7357.06
2007,1,18,267444,3.0,2,1,5000.0
2019,2,1,216676,5.8,4,2,35093.17
2023,1,17,261101,1.1,1,2,9923.98
2017,3,12,290687,1.1,3,2,13235.05
2003,4,8,169435,4.8,3,1,6579.49
2013,4,6,231246,4.5,2,2,7584.14
2011,3,11,194351,2.6,1,1,7714.69
2009,1,18,193584,5.1,2,2,7036.98
2002,5,3,269262,5.7,4,2,10472.4
2013,4,6,28114,3.8,3,1,16485.8
2006,5,3,23731,4.7,3,1,26596.24
2017,1,18,291403,4.5,2,2,11875.0
2021,5,14,37106,4.1,1,2,34382.57
2020,3,16,262383,1.5,2,1,9565.56
2011,5,14,53782,5.0,1,1,29042.37
2011,2,2,104166,3.8,3,1,26046.05
2013,5,14,70790,4.3,4,1,32804.98
2009,3,16,234149,3.3,4,2,5000.0
2014,3,13,21228,5.1,4,2,22471.13
2021,5,14,247007,5.6,1,1,22667.44
2019,5,5,294538,5.3,2,1,17370.69
2000,2,1,230112,2.8,4,2,8200.77
2006,5,3,93251,2.7,1,2,16787.73
2017,5,10,52900,2.9,3,1,33692.12
2014,3,16,158444,4.3,4,2,12948.12
2023,2,1,83901,2.9,3,1,36271.07
2020,1,17,56234,3.0,3,2,24739.23
2009,2,20,32002,4.4,4,2,23342.41
2010,5,5,65067,5.0,3,1,29497.93
2004,1,7,62579,5.7,4,2,15522.24
2000,2,19,100820,4.0,2,1,9575.34
2002,1,18,144873,3.5,4,1,5000.0
2015,2,19,4314,4.5,2,1,26201.95
2003,2,20,216428,4.8,1,1,6634.19
2022,2,2,66095,2.7,3,1,36094.2
2013,3,11,181425,3.2,3,2,12451.56
2013,3,13,33980,2.9,2,2,17555.89
2011,3,11,227727,4.4,2,2,5000.0
2009,3,11,181606,1.3,1,2,5000.0
2017,4,6,96500,2.2,3,1,15098.27
2016,4,6,223152,4.7,4,1,10550.34
2004,1,9,53005,5.6,3,1,19522.23
2022,4,6,289648,3.5,3,2,18019.04
2013,3,11,289897,3.7,2,1,5000.0
2002,2,20,70018,3.2,1,1,13841.46
2012,3,12,13098,3.2,1,2,12390.58
2007,5,14,89706,2.2,4,2,16346.07
2018,2,20,4578,1.6,3,2,31535.05
2006,4,4,292989,1.0,3,1,5000.0
2005,5,10,294240,3.1,3,1,12112.99
2001,4,4,27698,5.3,1,2,9845.44
2010,5,10,261099,4.8,1,1,15136.23
2006,1,17,264624,5.1,3,1,5000.0
2003,4,6,244153,1.4,1,2,5000.0
2020,1,18,104080,4.7,3,1,29297.35
2011,3,12,172496,2.7,1,1,6816.31
2011,1,7,74888,5.6,4,1,15794.91
2022,2,2,106065,3.6,4,2,35230.64
2009,4,4,160747,6.0,4,1,16478.61
2008,3,12,180065,3.1,4,2,5000.0
2000,2,20,167533,4.7,1,1,6161.6
2006,2,19,265573,5.5,4,2,16383.08
2012,5,10,21990,4.2,3,2,31933.87
2012,1,9,232255,3.6,3,1,5000.0
2000,5,14,15057,5.4,1,2,16198.79
2018,1,18,46427,5.6,1,2,26040.38
2013,3,16,13090,1.2,1,1,9729.1
2022,4,15,219048,3.3,1,2,20408.85
2014,5,5,99662,5.9,3,2,33255.02
2001,1,7,3474,1.3,4,1,5000.0
2023,5,5,263480,1.2,3,2,25319.66
2013,2,19,233774,1.8,1,1,11823.43
2011,3,12,103571,1.4,1,1,5847.9
2001,3,12,279547,2.9,2,1,5000.0
2009,3,11,184866,4.3,3,1,7182.28
2016,4,15,24744,1.4,2,1,15910.82
2023,1,17,244805,2.2,3,2,17087.41
2008,1,17,36713,4.9,4,1,15100.18
2018,1,9,105290,1.6,4,2,14184.85
2002,4,4,167685,5.0,4,1,5000.0
2011,3,11,154030,3.0,4,1,7677.28
2013,1,17,220984,5.3,3,2,12652.96
2016,5,14,32645,4.7,4,1,37545.95
2019,2,19,39927,3.5,4,2,39029.21
2006,4,6,9332,2.1,3,1,14095.81
2003,2,1,13361,4.0,3,1,24085.77
2007,2,2,32924,6.0,1,2,28514.49
2004,2,19,2589,2.1,2,1,18369.04
2001,3,12,286708,4.8,4,1,5000.0
2021,5,3,263603,5.9,1,1,27360.59
2020,2,1,262179,1.7,1,1,13818.56
2013,3,16,147507,5.0,4,2,22430.38
2008,3,16,188138,4.8,1,1,5000.0
2017,5,5,4286,4.6,3,2,36627.66
2016,1,9,255789,5.7,2,2,13797.52
2020,3,16,183971,1.3,1,1,14052.75
2002,5,5,160229,2.9,3,2,18465.46
2004,1,17,64994,4.4,4,2,11846.62
2016,5,5,202993,3.2,1,2,26248.04
2001,2,19,163005,2.6,1,1,5000.0
2001,4,6,3702,3.9,4,1,5185.07
2013,3,11,212586,6.0,4,1,14500.34
2002,3,12,221653,2.0,3,1,5000.0
2010,1,18,294270,5.4,3,1,5000.0
2015,4,6,92476,4.5,2,1,13669.94
2011,4,6,201999,3.3,3,1,12989.83
2014,2,2,284179,3.4,2,2,16310.27
2002,3,11,111602,1.8,1,2,5000.0
2002,2,20,207634,3.6,2,1,5000.0
2014,1,18,128506,1.8,1,1,9427.12
2023,1,9,97116,2.9,3,1,27634.83
2012,1,7,263927,1.2,3,1,5000.0
2015,1,17,56156,2.3,3,1,19835.95
2000,4,15,5660,4.1,4,2,13634.73
2010,2,20,144305,5.5,4,1,22463.32
2002,5,5,201813,2.6,3,1,10382.51
2014,4,15,36950,3.9,3,1,17136.84
2018,1,17,168647,3.2,4,2,21350.87
2021,5,14,67164,1.1,4,1,27282.87
2021,1,17,1197,3.1,1,2,21899.95
2006,1,18,78676,1.6,3,2,7331.9
2018,4,15,217072,4.8,3,2,19023.06
2005,4,8,43791,3.5,1,1,8801.76
2001,5,10,199239,4.8,4,1,9134.0
2017,1,9,51144,2.7,2,1,18815.21
2015,5,10,33282,3.0,4,2,32345.48
2022,1,18,267245,3.2,4,2,17329.98
2023,3,13,254123,3.3,3,1,21864.33
2007,3,12,219358,3.7,3,1,5000.0
2004,5,14,89577,2.5,4,2,21142.54
2001,5,3,168434,3.3,3,2,10328.07
2000,3,11,230566,1.6,2,1,5000.0
2002,2,19,159345,5.3,3,1,12140.35
2022,5,3,249263,6.0,3,1,29514.79
2011,1,9,208295,5.8,1,1,11746.58
2012,1,9,150816,1.6,2,2,11566.1
2011,1,7,289961,5.7,2,2,6169.83
2002,2,20,235707,3.5,2,1,7607.97
2010,3,13,102829,4.1,2,1,5246.21
2013,3,11,126859,5.6,3,2,20603.87
2010,4,6,159855,3.1,1,1,8609.04
2023,4,4,130882,2.4,3,1,19053.66
2018,1,7,84345,3.6,4,1,25701.15
2002,4,8,253219,3.8,3,1,5000.0
2022,4,15,43088,3.8,4,2,28878.3
2004,1,9,296365,1.6,4,2,5000.0
2016,2,19,211284,4.4,2,2,23421.72
2011,2,1,108205,4.6,1,1,18459.31
2001,3,12,276583,2.6,1,2,5000.0
2012,1,18,187828,5.2,2,2,10822.77
2008,2,19,5583,2.3,4,1,26669.76
2018,2,2,38396,1.1,1,1,26021.5
2014,2,1,162964,4.4,4,2,21873.44
2014,5,3,95881,1.2,3,1,27321.34
2018,5,3,130403,2.1,2,2,20763.86
2003,3,11,204646,4.8,2,1,5000.0
2016,4,15,98373,5.4,1,1,15215.21
2013,2,20,222394,3.9,1,2,18163.4
2016,1,17,103328,3.5,2,2,14793.51
2014,5,10,202630,5.4,4,2,30383.46
2013,2,2,283915,4.2,2,2,13826.74
